full_name;age;height_cm;weight_kgs;positions;nationality;potential;value_euro;finishing;short_passing;dribbling;freekick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility
Diogo José Teixeira da Silva;22;152.4;73.0;LW,ST;Portugal;86;15500000.0;74;72;81;58;65;83;88;79;87
Joe Gomez;21;187.96;77.1;CB,RB;England;88;14500000.0;26;72;67;29;57;68;80;83;64
Nadiem Amiri;22;154.94;73.0;CAM,CM;Germany;85;14500000.0;65;79;85;71;73;81;77;68;79
Alexandr Golovin;22;154.94;68.9;CM,CAM,CF;Russia;84;14000000.0;70;80;84;79;73;82;80;83;82
Mahmoud Hassan;24;152.4;78.0;LM,CAM,RM;Egypt;80;13000000.0;75;76;83;63;72;78;82;85;78
Marcos Guillermo Díaz;33;187.96;83.9;GK;Argentina;78;6000000.0;11;24;13;15;21;16;39;39;30
Daniel Castelo Podence;23;162.56;64.9;LM,RM,CAM;Portugal;84;14000000.0;64;74;84;42;66;81;94;92;92
Rodrigo Bentancur Colmán;21;187.96;72.1;CM;Uruguay;90;18500000.0;53;85;84;49;77;85;69;75;68
Christian Pulisic;20;152.4;68.9;RM,LM;United States;86;15000000.0;66;75;85;58;56;82;93;88;87
Yeray Álvarez López;24;182.88;78.0;CB;Spain;83;12000000.0;41;72;53;50;66;72;66;67;56
Davide Calabria;22;175.26;69.9;RB;Italy;88;14500000.0;30;75;73;48;68;74;81;77;83
Ben Chilwell;22;152.4;77.1;LB;England;85;12500000.0;43;73;77;64;69;78;81;82;70
Pierre Lees-Melou;25;185.42;68.9;CM;France;80;12500000.0;68;79;79;69;79;79;74;74;75
Ronaldo Diego Esler Domingues;31;167.64000000000001;64.9;LB,LM;Brazil;78;7500000.0;45;76;76;49;59;74;88;86;86
Claudio Nuno Coíntra Calegari;35;175.26;71.2;CAM,CF;Brazil;78;5000000.0;73;75;75;74;75;76;87;74;86
Everton Jorge Simão Resende;31;175.26;74.8;RB,RW,CM;Brazil;78;7500000.0;69;76;76;68;59;75;84;76;79
Sidney Adrián Pessoa Vidigal;27;187.96;84.8;CDM,CM;Brazil;78;9000000.0;56;75;72;77;77;71;72;72;51
Alban Lafont;20;193.04;82.1;GK;France;90;14000000.0;6;54;14;12;38;10;48;45;55
Ruslan Malinovskyi;25;154.94;84.8;CM;Ukraine;82;13000000.0;70;82;75;87;77;80;69;73;71
Amine Harit;21;154.94;67.1;CAM,CM,RW;Morocco;86;15500000.0;63;76;86;54;75;83;87;77;90
Wesley Moraes Ferreira da Silva;22;190.5;93.9;ST;Brazil;85;15000000.0;73;75;74;49;70;78;68;84;50
Achraf Hakimi Mouh;20;154.94;73.0;RB,LB;Morocco;86;12500000.0;59;77;78;55;68;78;89;91;75
Manuel Lazzari;25;175.26;67.1;RM;Italy;79;12500000.0;66;78;79;57;74;79;84;79;75
Diadie Samassékou;23;152.4;68.0;CDM;Mali;86;13000000.0;42;76;69;34;72;74;68;77;77
Cengiz Ünder;21;172.72;66.2;RW,LW;Turkey;87;16000000.0;71;72;83;68;65;82;85;83;84
David Neres Campos;22;175.26;66.2;RW,CAM,LW;Brazil;85;14500000.0;75;75;87;52;65;84;85;86;91
Theo  Walcott;29;175.26;68.0;RM;England;79;12500000.0;74;72;81;74;61;78;89;89;79
Samir Nasri;31;175.26;74.8;LM,CM,RM,CAM;France;79;11000000.0;72;77;80;79;75;81;77;75;85
Luis Antonio Valencia Mosquera;33;154.94;83.0;RB;Ecuador;79;7000000.0;60;79;78;66;69;79;82;85;72
Andrea Masiello;33;182.88;82.1;CB;Italy;79;7000000.0;23;66;54;35;68;62;58;55;60
Steven Defour;30;175.26;72.1;CM;Belgium;79;11500000.0;67;80;78;77;78;80;67;62;71
José Miguel da Rocha Fonte;35;187.96;81.2;CB;Portugal;79;3800000.0;40;65;58;32;58;64;36;43;58
Daniel Andre Sturridge;29;154.94;76.2;ST;England;79;13000000.0;82;72;78;68;62;80;72;78;74
Daniel Wass;29;154.94;73.9;CM,RM,RB;Denmark;79;12000000.0;74;80;76;85;80;80;74;76;77
David Ospina Ramírez;30;182.88;79.8;GK;Colombia;79;8500000.0;10;36;12;13;32;32;34;34;44
Pontus Wernbloom;32;187.96;83.9;CDM;Sweden;79;7000000.0;70;75;68;32;72;74;55;61;53
Ángel Luís Rodríguez Díaz;31;172.72;68.0;ST;Spain;79;11500000.0;79;73;80;50;49;81;74;74;79
Francisco Casilla Cortés;32;190.5;86.2;GK;Spain;79;7500000.0;14;30;12;25;24;20;32;49;43
Etienne Capoue;30;190.5;87.1;CDM,CM;France;79;10000000.0;69;79;76;60;77;80;57;49;39
Javier Hernández Balcázar;30;175.26;73.0;ST;Mexico;79;12000000.0;84;65;73;52;56;77;77;69;75
Eder Citadin Martins;32;152.4;72.1;ST;Italy;79;11500000.0;78;76;83;78;58;83;85;84;81
Séamus Coleman;30;152.4;77.1;RB;Republic of Ireland;79;9500000.0;61;78;79;53;70;78;77;75;73
Marcelo Antônio Guedes Filho;31;190.5;84.8;CB;Brazil;79;8500000.0;48;70;51;41;74;65;54;54;49
Adam David Lallana;30;152.4;73.0;CM;England;79;11500000.0;71;83;83;66;75;84;70;68;78
長谷 部誠;35;154.94;72.1;CB,CDM;Japan;79;3800000.0;45;82;68;63;75;74;53;55;69
Stevan Jovetić;29;182.88;78.9;ST;Montenegro;79;13000000.0;80;81;82;72;64;83;68;73;79
Mamadou Sakho;29;187.96;83.0;CB;France;80;11500000.0;23;77;50;30;69;63;49;55;50
Fabian Delph;29;175.26;78.0;LB,CM;England;79;10000000.0;64;82;77;53;76;82;75;72;87
Gabriel Iván Mercado;31;154.94;83.0;CB,RB;Argentina;79;8500000.0;60;71;57;54;65;70;75;75;66
Bruno  Soriano Llido;34;182.88;73.0;CM,CDM;Spain;79;6000000.0;66;83;73;77;82;77;34;31;49
Fernando Francisco Reges;31;182.88;76.2;CDM,CM;Brazil;79;9500000.0;54;78;68;53;76;73;61;62;71
Lucas David Pratto;30;187.96;91.2;ST;Argentina;79;12000000.0;77;72;73;56;70;76;68;72;67
Sofiane Feghouli;29;175.26;74.8;RM,RW,CAM;Algeria;79;12500000.0;68;74;85;68;67;82;83;86;84
Mariano Ferreira Filho;32;152.4;68.9;RB;Brazil;79;7000000.0;54;76;75;56;75;82;87;79;74
Nikola Kalinić;31;187.96;79.8;ST;Croatia;79;12000000.0;83;72;73;54;48;78;67;73;69
Ron-Robert Zieler;30;187.96;81.2;GK;Germany;80;10000000.0;10;25;12;10;22;22;46;50;43
Kwadwo Asamoah;30;172.72;74.8;LB,CM;Ghana;79;9500000.0;55;81;82;68;79;81;77;77;85
Igor Smolnikov;30;152.4;69.9;RB;Russia;79;;61;79;72;46;75;72;84;90;80
Alex Teixeira dos Santos;29;172.72;69.9;ST,CAM;Brazil;79;13000000.0;77;79;80;49;70;81;93;90;90
Ryad Boudebouz;29;152.4;73.9;CAM,RM,ST;Algeria;79;12500000.0;77;78;80;82;75;78;75;73;78
Victor Wanyama;27;182.88;87.1;CDM,CM;Kenya;81;12500000.0;61;76;68;57;70;75;54;61;68
Sebastian Rudy;29;152.4;73.9;CDM,CM,RB;Germany;79;10000000.0;63;81;78;79;81;82;69;65;77
Francis Coquelin;27;152.4;73.9;CDM,CM;France;80;12000000.0;54;78;74;41;76;80;70;72;75
Markel Susaeta Laskurain;31;152.4;68.0;RW,LW;Spain;79;12000000.0;69;82;84;82;81;83;78;71;81
Josef de Souza Dias;30;187.96;79.8;CDM,CM;Brazil;79;10000000.0;55;76;71;61;73;78;68;71;69
Benjamin Hübner;29;193.04;86.2;CB;Germany;79;10000000.0;20;57;58;42;49;63;54;55;45
Jack Wilshere;27;172.72;68.0;CM,CAM,CDM;England;80;14500000.0;62;84;81;71;80;82;68;63;76
Vicente Iborra de la Fuente;31;190.5;91.2;CDM,CM;Spain;79;9500000.0;66;83;69;70;81;80;39;35;51
Rafael Pereira da Silva;28;172.72;78.0;RB,RWB;Brazil;79;10500000.0;53;77;80;51;70;78;84;78;79
Callum Wilson;27;154.94;66.2;ST;England;80;15000000.0;83;71;74;45;60;77;87;89;74
Daniel Caligiuri;31;182.88;79.8;RWB,RM,RB,LWB;Italy;79;9000000.0;72;78;81;61;70;80;77;78;76
Benjamin Stambouli;28;154.94;82.1;CB,CDM;France;79;10500000.0;50;77;66;43;79;76;65;63;67
Ross Barkley;25;185.42;87.1;CAM,CM;England;82;16000000.0;68;82;83;70;78;84;69;70;66
Danilo Luiz da Silva;27;182.88;78.0;RB,LB;Brazil;80;12000000.0;61;77;73;76;69;79;73;76;70
Michael Gregoritsch;24;193.04;87.1;CAM,ST;Austria;82;16000000.0;79;77;75;78;71;78;65;68;67
Manuel Agudo Durán;32;175.26;72.1;LM,LW;Spain;79;11000000.0;79;76;80;80;67;80;74;70;82
José Ángel Gómez Campaña;25;152.4;69.9;CM,CDM;Spain;82;15500000.0;73;82;77;78;80;81;65;61;67
Hans Vanaken;26;195.57999999999998;79.8;CAM,CF;Belgium;81;15500000.0;74;84;77;78;80;83;45;55;56
Steven Berghuis;27;182.88;74.8;RW;Netherlands;79;13500000.0;75;78;82;74;79;82;80;75;82
Mark Uth;27;185.42;72.1;ST,RW,RM;Germany;80;15000000.0;82;72;78;57;68;78;77;76;74
Djibril Sidibé;26;182.88;81.2;RB,LB;France;80;12000000.0;62;79;77;73;73;78;78;79;70
Milan Badelj;30;185.42;79.8;CDM,CM;Croatia;79;10000000.0;54;82;72;58;82;79;55;56;68
David López Silva;29;182.88;81.2;CB,CDM;Spain;80;11500000.0;65;79;64;46;64;76;57;59;51
Gastón Exequiel Ramírez Pereyra;28;182.88;77.1;CAM;Uruguay;79;13000000.0;74;81;80;77;77;81;70;69;78
Jordan Veretout;26;175.26;67.1;CM,CDM;France;84;16500000.0;66;84;76;76;79;79;72;66;76
Faustino Marcos Alberto Rojo;28;187.96;84.8;CB;Argentina;79;10000000.0;50;72;64;57;73;67;68;69;68
Jeffrey Gouweleeuw;27;187.96;78.0;CB;Netherlands;80;12000000.0;46;68;60;36;80;66;68;69;65
Diego Demme;27;170.18;68.0;CDM,CM;Germany;80;12000000.0;26;81;73;62;78;77;68;53;88
Gerard Deulofeu Lázaro;24;152.4;73.0;CF,RW,RM,LW;Spain;82;16000000.0;70;78;89;77;62;86;89;88;94
Sergi Darder Moll;25;154.94;71.2;CM,CDM;Spain;84;16500000.0;61;84;76;58;81;81;58;45;75
James Tarkowski;26;193.04;81.2;CB;England;82;13500000.0;36;72;65;57;72;69;55;63;58
Jannik Vestergaard;26;198.12;98.0;CB;Denmark;80;12500000.0;34;67;44;52;80;54;35;38;29
Davy Klaassen;26;152.4;69.9;CM,CAM;Netherlands;81;15000000.0;77;81;72;44;75;80;71;64;67
José Luís Mendes Andrade;28;182.88;88.0;ST;Cape Verde;79;13500000.0;74;67;80;54;44;81;80;81;64
Loris Karius;25;187.96;87.1;GK;Germany;83;11500000.0;18;38;16;14;41;23;55;54;51
Nick Pope;26;200.66;76.2;GK;England;82;11000000.0;14;32;15;12;35;24;50;47;36
Alejandro Pozuelo Melero;27;172.72;72.1;CAM,CM;Spain;80;15000000.0;68;82;82;74;75;84;68;57;78
John Anthony Brooks;26;193.04;78.0;CB;United States;84;14000000.0;39;73;65;28;72;64;66;76;57
Santiago Arias Naranjo;27;152.4;72.1;RB;Colombia;80;12000000.0;51;74;74;54;73;77;84;86;78
Roque Mesa Quevedo;29;170.18;73.9;CDM,CM;Spain;79;10000000.0;65;82;74;48;77;79;74;75;76
Kurt Happy Zouma;24;190.5;96.2;CB;France;83;14000000.0;47;63;50;59;60;63;60;70;45
Mário Rui Silva Duarte;27;170.18;67.1;LB;Portugal;80;11500000.0;27;76;79;66;72;76;88;83;88
Willi Orban;26;185.42;83.0;CB;Hungary;81;13000000.0;38;66;53;32;56;58;51;53;48
Denis Suárez Fernández;25;175.26;68.9;CM,LW,RW;Spain;83;16000000.0;72;82;84;70;78;84;77;77;82
Karim Rekik;24;185.42;78.9;CB;Netherlands;83;14000000.0;33;75;57;35;68;67;66;69;65
Daniele Baselli;26;182.88;69.9;CM;Italy;82;15500000.0;67;82;82;73;78;83;75;73;79
Zouhair Feddal;29;190.5;83.0;CB;Morocco;79;10000000.0;40;77;59;38;74;68;56;65;50
Luka Milivojević;27;185.42;79.8;CDM,CM;Serbia;81;12500000.0;54;79;62;78;75;74;53;59;58
Sergio Rico González;25;193.04;88.9;GK;Spain;82;11500000.0;14;28;14;20;26;12;48;46;62
Michael Keane;26;190.5;82.1;CB;England;82;13500000.0;50;71;66;33;69;69;58;65;59
Roger Martí Salvador;28;152.4;73.9;ST;Spain;79;13500000.0;82;72;76;46;52;76;78;79;78
Guido Pizarro;29;185.42;73.9;CDM;Argentina;79;10000000.0;59;79;69;54;73;74;62;53;62
Sead Kolašinac;25;182.88;84.8;LB,LWB;Bosnia Herzegovina;82;13000000.0;59;76;73;25;62;74;70;79;54
Joaquín Correa;24;187.96;77.1;LM,ST,CAM;Argentina;85;17500000.0;74;78;85;63;69;83;79;87;82
Duván Zapata;27;187.96;88.0;ST;Colombia;80;14500000.0;84;64;75;62;38;76;68;75;64
Lucas Alario;26;182.88;78.0;ST;Argentina;82;16000000.0;84;69;75;43;48;79;71;73;72
Davide Zappacosta;26;182.88;72.1;RB,RWB;Italy;81;12500000.0;59;74;76;59;68;74;76;81;72
Allan Saint-Maximin;21;172.72;67.1;RW,LW,ST;France;86;18000000.0;74;74;87;46;70;81;93;92;93
Diego Carlos Santos Silva;25;185.42;86.2;CB;Brazil;81;13000000.0;26;73;68;71;59;69;79;76;69
Martin Dúbravka;30;190.5;79.8;GK;Slovakia;80;10000000.0;10;48;19;13;45;33;49;44;44
Harry Winks;23;175.26;73.9;CM,CDM;England;86;17500000.0;54;83;79;60;78;81;75;70;79
Franco Cervi;24;165.1;62.1;LW;Argentina;84;17000000.0;67;73;85;76;67;80;93;90;91
Valentin Rongier;24;172.72;69.9;CM,CDM,CAM;France;84;16500000.0;70;81;77;64;81;80;68;58;78
David Soria Solís;25;193.04;84.8;GK;Spain;81;10500000.0;19;24;16;11;33;19;49;34;45
Karl Brillant Toko Ekambi;26;185.42;73.9;ST,LW;Cameroon;80;15000000.0;80;69;80;63;58;80;84;83;79
Dyego Wilverson Ferreira Sousa;29;190.5;83.0;ST;Brazil;79;13000000.0;83;64;74;34;45;77;58;54;53
Cristian David Pavón;23;175.26;78.0;RW,ST,RM,LW;Argentina;85;17500000.0;72;76;79;77;68;76;93;90;92
Martín Campaña;29;185.42;74.8;GK;Uruguay;80;10000000.0;16;31;18;13;25;29;40;48;40
Abdou Diallo;22;185.42;78.9;CB,LB;France;86;15000000.0;38;77;75;32;78;76;78;77;75
Marcos Llorente Moreno;24;182.88;73.0;CDM;Spain;87;16000000.0;39;84;68;51;82;78;65;59;64
Benjamin Verbič;25;152.4;69.9;LM,RM;Slovenia;82;16000000.0;74;75;81;65;69;80;85;81;78
Maximilian Eggestein;22;154.94;74.8;CM,CAM,CDM;Germany;85;17000000.0;62;81;78;48;77;80;66;69;74
Thilo Kehrer;22;185.42;76.2;CB,RB,LB;Germany;87;16000000.0;37;75;65;38;66;69;74;76;69
Gonzalo Nicolás Martínez;25;172.72;74.8;CAM,LM,RM;Argentina;82;16000000.0;73;70;85;73;68;81;90;87;91
Benjamin Pavard;22;185.42;76.2;CB,RB;France;85;14500000.0;37;78;66;51;79;76;69;73;68
Lucas Tousart;21;185.42;83.0;CDM;France;84;14500000.0;42;76;66;45;73;73;65;61;59
Marko Dmitrović;27;193.04;89.8;GK;Serbia;80;10000000.0;20;40;8;9;40;9;39;35;32
Francisco das Chagas Soares dos Santos;28;187.96;82.1;ST;Brazil;79;13500000.0;77;69;75;40;54;76;79;86;71
Lorenzo Pellegrini;22;185.42;77.1;CM,CAM,CDM;Italy;87;18500000.0;60;84;77;58;80;80;77;74;68
Ferland Mendy;23;152.4;73.0;LB,LWB;France;86;15000000.0;63;77;82;35;76;75;90;88;79
Andrey Lunev;27;187.96;79.8;GK;Russia;81;;14;25;15;17;32;17;58;54;36
Maikel Renan Catarino Fagundes;35;152.4;74.8;RB,LM;Brazil;79;3600000.0;48;73;78;49;75;77;83;76;82
A. Benjamin Chiamuloira Paes;31;182.88;78.9;CB,LB;Brazil;79;9500000.0;51;68;44;50;72;62;67;72;49
Melvin Luan Parrela Porfírio;31;187.96;88.0;CDM,CM;Brazil;79;9500000.0;68;78;72;68;72;74;62;78;67
Bernard Gabriel Prestão Chaves;27;185.42;79.8;GK;Brazil;79;9000000.0;9;11;18;13;12;20;58;62;66
Luan Vágner Boas Macedo;31;175.26;73.0;ST;Brazil;79;12000000.0;79;74;82;60;56;78;86;82;83
Franck Yannick Kessié;22;182.88;76.2;CM;Ivory Coast;88;19500000.0;64;79;78;48;75;79;71;77;68
Trent Alexander-Arnold;20;154.94;68.9;RB;England;89;17000000.0;56;76;75;80;76;76;82;79;74
Lautaro Martínez;21;175.26;78.9;ST;Argentina;86;18000000.0;82;62;78;33;50;79;82;83;79
Jadon Sancho;18;154.94;76.2;RM,LM;England;91;21000000.0;73;76;89;48;54;86;88;87;90
Raphael Dias Belloli;22;175.26;68.0;RW,LW;Brazil;85;17500000.0;72;73;81;72;64;80;88;86;86
Lucas Tolentino Coelho de Lima;21;154.94;72.1;CAM,CM;Brazil;89;20500000.0;75;78;84;73;76;80;77;81;76
Federico Chiesa;21;175.26;69.9;RW,CF;Italy;87;18500000.0;70;76;84;48;60;81;87;85;86
Rúben Alves Dias;21;185.42;82.1;CB;Portugal;85;15000000.0;29;69;54;26;58;60;63;64;47
Éder Gabriel Militão;21;185.42;78.9;CB,RB;Brazil;87;16000000.0;48;67;68;40;68;70;77;78;75
Viktor Tsygankov;21;152.4;68.9;RM,LM;Ukraine;86;18000000.0;75;80;80;71;69;81;82;83;77
Lorenzo Morón García;25;187.96;82.1;ST;Spain;83;16500000.0;83;76;79;53;35;81;71;71;62
Ştefan Daniel Radu;32;182.88;78.9;CB;Romania;80;10000000.0;55;71;66;48;67;69;70;68;70
Martin Škrtel;34;190.5;81.2;CB;Slovakia;80;6000000.0;35;68;46;27;67;57;49;62;49
Raúl García Escudero;32;182.88;83.0;CAM;Spain;80;13000000.0;79;79;78;68;80;83;52;57;62
Diego Hernán Váleri;32;152.4;74.8;CAM,CF,ST;Argentina;80;11500000.0;80;79;78;81;76;82;61;60;72
Domenico Criscito;32;182.88;74.8;CB,LB;Italy;80;10000000.0;56;80;72;66;81;73;78;77;68
Antonio Candreva;32;154.94;69.9;RM;Italy;80;13000000.0;73;78;80;71;73;83;75;78;74
Sergio Germán Romero;32;193.04;87.1;GK;Argentina;80;9000000.0;14;39;12;13;48;40;47;44;52
Iván Marcano Sierra;31;187.96;77.1;CB;Spain;80;10000000.0;43;76;54;37;67;67;67;69;58
Pedro León Sánchez Gil;32;182.88;73.0;RM;Spain;80;13000000.0;76;81;83;85;85;85;63;63;68
Valter Birsa;32;182.88;81.2;CAM,RW;Slovenia;80;13000000.0;62;82;84;78;76;86;70;74;68
Ignacio Piatti;34;154.94;76.2;LW,CF,ST;Argentina;80;9000000.0;81;78;86;55;74;84;77;76;87
Kévin Gameiro;31;172.72;69.9;ST;France;80;13500000.0;78;79;74;70;69;78;85;84;79
Augusto Matías Fernández;32;152.4;73.0;CM,CDM;Argentina;80;11000000.0;69;81;78;61;80;81;69;71;75
Mathieu Valbuena;34;167.64000000000001;63.0;LW,LM,CAM;France;80;9000000.0;74;82;82;77;77;82;79;78;82
Beñat Etxebarria Urkiaga;32;152.4;76.2;CM;Spain;80;12500000.0;69;86;71;84;80;82;66;43;74
Ignacio Monreal Eraso;33;152.4;72.1;LB,CB;Spain;80;8000000.0;55;77;73;52;61;77;72;67;70
Vitorino Gabriel  Pacheco Antunes;31;175.26;68.9;LB;Portugal;80;9500000.0;56;77;74;80;76;80;76;79;76
Alexandre Rodrigues da Silva;29;154.94;81.2;ST,LW,CAM;Brazil;80;15500000.0;80;75;81;70;53;80;84;85;83
Sidnei Rechel da Silva Júnior;29;187.96;88.0;CB;Brazil;80;12000000.0;51;70;59;39;68;76;70;69;41
Anthony Modeste;30;187.96;83.9;ST;France;80;14500000.0;82;67;71;56;55;75;75;79;68
Adil Rami;33;190.5;89.8;CB;France;80;8500000.0;45;66;56;55;68;68;52;67;54
Diego Perotti;30;152.4;69.9;LW;Argentina;80;14500000.0;66;80;88;64;69;88;83;76;83
Ömer Toprak;29;185.42;83.0;CB;Turkey;81;13500000.0;28;74;63;33;69;70;71;83;64
Mateo Pablo Musacchio;28;154.94;73.0;CB;Argentina;80;12500000.0;40;69;65;45;67;67;69;71;73
Sven Ulreich;30;193.04;83.9;GK;Germany;80;10000000.0;12;41;13;15;38;22;41;40;36
Yann Gérard M'Vila;28;182.88;79.8;CDM,CM;France;81;13500000.0;56;83;73;67;81;76;74;69;73
Ignacio Camacho Barnola;28;182.88;74.8;CDM,CM,CB;Spain;81;13500000.0;58;80;64;59;74;75;63;55;68
Nicolas N'Koulou;28;182.88;77.1;CB;Cameroon;80;12000000.0;33;72;68;28;70;72;72;74;68
Manuel Lanzini;26;167.64000000000001;59.0;CAM,CM,LM;Argentina;83;18500000.0;70;80;86;76;77;85;84;76;85
香川 真司;29;175.26;68.0;CAM,CM,CF;Japan;80;14500000.0;75;83;86;63;71;82;72;60;87
Vicente Guaita Panadero;32;190.5;79.8;GK;Spain;80;9000000.0;11;39;16;20;33;24;51;52;63
Luuk de Jong;28;187.96;86.2;ST;Netherlands;80;16000000.0;79;76;66;66;64;76;53;57;58
Chris Smalling;29;193.04;81.2;CB;England;80;12000000.0;54;63;59;22;63;58;61;74;55
Iago Falqué Silva;29;175.26;68.9;RW,ST;Spain;80;15000000.0;75;82;84;75;74;85;79;76;85
Jeroen Zoet;28;187.96;88.0;GK;Netherlands;83;12500000.0;12;37;15;20;38;34;57;45;54
Daley Blind;28;154.94;72.1;CB,LB,CDM;Netherlands;81;13500000.0;46;83;73;62;83;80;62;53;72
Maicon Pereira Roque;30;190.5;88.9;CB;Brazil;80;11500000.0;40;67;55;74;75;60;52;60;33
Roberto Pereyra;28;182.88;77.1;LM,CAM,CM;Argentina;80;15500000.0;74;82;84;72;75;84;75;76;75
Ricardo Rodríguez;26;154.94;77.1;LB,CB;Switzerland;83;15500000.0;59;78;76;84;78;78;73;73;73
Germán Alejandro Pezzella;27;185.42;81.2;CB;Argentina;82;14500000.0;48;64;54;25;56;66;60;58;34
Daniel Didavi;29;154.94;77.1;CAM,CM;Germany;80;15000000.0;80;80;81;75;75;83;70;65;75
André Gomes Magalhaes de Almeida;28;185.42;79.8;RB;Portugal;80;12000000.0;54;78;75;42;75;79;65;66;66
Andriy Yarmolenko;29;190.5;83.0;RM,RW;Ukraine;80;15000000.0;77;78;86;75;74;83;69;76;73
Sergio Enrich Ametller;29;154.94;77.1;ST;Spain;80;15500000.0;80;79;76;47;61;81;63;65;70
Pavel Kadeřábek;26;182.88;81.2;RWB,RB,RM;Czech Republic;81;14000000.0;28;77;76;52;69;77;78;78;66
Héctor Bellerín Moruno;23;152.4;73.9;RB,RWB;Spain;85;16500000.0;52;76;77;50;59;78;94;91;82
Tomáš Vaclík;29;187.96;84.8;GK;Czech Republic;81;11500000.0;14;17;14;16;38;20;34;35;32
Eran Zahavi;31;182.88;71.2;CF,ST;Israel;80;14500000.0;83;78;81;78;69;83;73;72;88
Íñigo Martínez Berridi;27;182.88;77.1;CB;Spain;81;14000000.0;42;71;53;51;81;70;71;74;67
Michy Batshuayi Tunga;25;185.42;78.0;ST;Belgium;83;19000000.0;82;64;78;46;36;80;77;76;75
Cristian Portugués Manzanera;26;152.4;69.9;RM,ST;Spain;81;17500000.0;81;83;82;64;78;83;85;80;79
乾 貴士;30;170.18;63.0;LM,LW;Japan;80;14000000.0;71;76;88;65;70;83;88;77;94
Bernard  Anício Caldeira Duarte;26;165.1;59.9;LM,LW;Brazil;81;17500000.0;71;76;83;69;68;84;94;86;94
Ben Davies;25;182.88;76.2;LB;Wales;82;15000000.0;58;79;76;48;70;78;76;74;70
Luke Shaw;23;154.94;74.8;LB;England;85;16500000.0;47;78;82;58;68;80;83;85;74
Taras Stepanenko;29;154.94;76.2;CDM;Ukraine;80;12000000.0;53;81;64;45;77;78;71;64;60
Manuel Trigueros Muñoz;27;152.4;74.8;CM,CDM;Spain;81;17000000.0;69;80;77;69;80;80;67;64;72
Leandro Paredes;24;154.94;74.8;CM,CDM;Argentina;85;19500000.0;55;84;78;78;82;82;75;69;77
Carlos Arturo Bacca Ahumada;32;154.94;77.1;ST;Colombia;80;13500000.0;80;68;78;58;55;78;73;75;70
Yussuf Yurary Poulsen;24;193.04;78.0;ST;Denmark;82;18500000.0;78;75;75;43;48;75;79;79;75
Hakan Çalhanoğlu;25;152.4;76.2;LW,CAM;Turkey;83;19000000.0;65;83;85;90;80;86;73;69;78
Emre Can;25;182.88;82.1;CM,CDM;Germany;85;19500000.0;60;81;76;65;80;81;69;73;73
Nathan Aké;24;154.94;74.8;CB;Netherlands;84;16500000.0;45;77;67;59;73;73;75;74;68
Frederico R. de Paula Santos;26;170.18;64.0;CM;Brazil;82;18000000.0;74;81;79;72;78;82;77;79;84
Fernando Pacheco Flores;26;185.42;81.2;GK;Spain;83;13000000.0;16;24;13;20;27;14;48;42;62
Juan Fernando Quintero;26;167.64000000000001;67.1;CAM,CF;Colombia;82;18000000.0;72;80;84;82;77;84;74;72;90
Elseid Hysaj;25;182.88;69.9;RB;Albania;85;16500000.0;47;77;73;30;70;77;79;82;76
Morgan Sanson;24;154.94;73.0;CM,CDM,CAM;France;85;19500000.0;73;80;76;70;84;79;77;74;79
Nicolás Alejandro Tagliafico;26;172.72;64.9;LB;Argentina;82;15000000.0;57;75;74;40;67;74;85;86;79
André Filipe Tavares Gomes;25;187.96;83.9;CM,CDM;Portugal;84;19000000.0;65;82;80;67;81;78;68;62;67
José Luís Gayà Peña;23;172.72;66.2;LB;Spain;85;16500000.0;61;81;77;49;75;81;86;87;79
Santiago Mina Lorenzo;23;154.94;77.1;ST;Spain;85;20000000.0;82;69;81;55;65;80;77;81;78
Marcos Paulo Mesquita Lopes;23;175.26;68.0;LM,RM,CF;Portugal;85;20000000.0;79;79;83;74;72;83;83;76;84
Andreas Christensen;22;187.96;81.2;CB;Denmark;87;18000000.0;36;77;66;22;71;73;66;70;61
Franco Armani;32;187.96;88.0;GK;Argentina;80;9000000.0;11;34;19;16;21;32;40;40;40
Gerónimo Rulli;26;187.96;83.9;GK;Argentina;85;14000000.0;15;32;14;20;23;15;54;48;58
Keita Baldé;24;154.94;79.8;RM,ST,LM;Senegal;85;20000000.0;78;76;83;52;64;85;92;92;82
Iñaki Williams Arthuer;24;185.42;78.9;ST,RW;Spain;86;20500000.0;79;76;83;53;66;76;92;94;80
Jean Michaël Seri;27;170.18;73.0;CM;Ivory Coast;81;17000000.0;69;86;75;81;84;84;75;64;85
Rafael Alexandre Fernandes Ferreira da Silva;25;172.72;66.2;RW,LW;Portugal;83;18500000.0;68;75;86;56;64;84;91;93;88
Mahmoud Dahoud;23;152.4;68.0;CM,CDM;Germany;85;19500000.0;59;83;85;53;78;83;78;67;87
Matias Vecino;27;187.96;81.2;CDM,CM;Uruguay;81;14500000.0;61;83;84;58;79;84;74;69;66
Ante Rebić;25;185.42;78.0;ST,LW,CAM;Croatia;84;19500000.0;79;73;84;58;57;80;84;86;75
Mattia Caldara;24;187.96;79.8;CB;Italy;86;17500000.0;36;63;62;24;58;63;65;69;58
Raúl Michel Melo da Silva;29;187.96;81.2;CB;Brazil;81;13500000.0;50;68;56;43;62;60;52;51;59
Mariano Díaz Mejía;25;154.94;76.2;ST;Dominican Republic;85;20000000.0;81;69;75;76;51;72;84;85;79
